helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256
js_dayjs_now,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:76,,1,0,,,
js_dayjs_parse,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:77,,1,0,,,
js_dayjs_second,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:78,,1,0,,,
js_dayjs_start_of,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:79,,1,0,,,
js_dayjs_subtract,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:80,,1,0,,,
js_dayjs_to_iso_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:81,,1,0,,,
js_dayjs_unix,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:82,,1,0,,,
js_dayjs_value_of,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:83,,1,0,,,
js_dayjs_year,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:84,,1,0,,,
js_decimal_abs,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:122,,1,0,,,
js_decimal_ceil,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:123,,1,0,,,
js_decimal_cmp,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:124,,1,0,,,
js_decimal_cmp_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:125,,1,0,,,
js_decimal_coerce_to_handle,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:126,crates/perry-codegen/src/lower_call/builtin.rs:1110,1,1,,,
js_decimal_div,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:127,,1,0,,,
js_decimal_div_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:128,,1,0,,,
js_decimal_div_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:129,,1,0,,,
js_decimal_eq,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:130,,1,0,,,
js_decimal_eq_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:131,,1,0,,,
js_decimal_floor,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:132,,1,0,,,
js_decimal_from_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:133,,1,0,,,
js_decimal_from_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:134,,1,0,,,
js_decimal_gt,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:135,,1,0,,,
js_decimal_gt_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:136,,1,0,,,
js_decimal_gte,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:137,,1,0,,,
js_decimal_gte_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:138,,1,0,,,
js_decimal_is_negative,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:139,,1,0,,,
js_decimal_is_positive,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:140,,1,0,,,
js_decimal_is_zero,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:141,,1,0,,,
js_decimal_lt,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:142,,1,0,,,
js_decimal_lt_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:143,,1,0,,,
js_decimal_lte,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:144,,1,0,,,
js_decimal_lte_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:145,,1,0,,,
js_decimal_minus,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:146,,1,0,,,
js_decimal_minus_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:147,,1,0,,,
js_decimal_minus_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:148,,1,0,,,
js_decimal_mod,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:149,,1,0,,,
js_decimal_mod_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:150,,1,0,,,
js_decimal_neg,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:151,,1,0,,,
js_decimal_plus,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:152,,1,0,,,
js_decimal_plus_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:153,,1,0,,,
js_decimal_plus_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:154,,1,0,,,
js_decimal_pow,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:155,,1,0,,,
js_decimal_round,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:156,,1,0,,,
js_decimal_sqrt,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:157,,1,0,,,
js_decimal_times,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:158,,1,0,,,
js_decimal_times_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:159,,1,0,,,
js_decimal_times_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:160,,1,0,,,
js_decimal_to_fixed,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:161,,1,0,,,
js_decimal_to_number,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:162,,1,0,,,
js_decimal_to_string,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,,crates/perry-codegen/src/runtime_decls/stdlib_ffi/utilities.rs:163,,1,0,,,
js_declared_map_get,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/map.rs:2459,crates/perry-codegen/src/runtime_decls/strings.rs:412,crates/perry-codegen/src/lower_call/property_get/map_set.rs:71,1,1,,,
js_decode_uri,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/builtins/globals.rs:248,crates/perry-codegen/src/runtime_decls/strings_part2.rs:55,crates/perry-codegen/src/expr/os_uri_dates.rs:168,1,1,,,
js_decode_uri_component,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/builtins/globals.rs:267,crates/perry-codegen/src/runtime_decls/strings_part2.rs:57,crates/perry-codegen/src/expr/os_uri_dates.rs:180,1,1,,,
