helper,audit_status,current_effect,allocation_class,perry_heap_allocation,may_collect,may_reenter_js,reason,proof,runtime_locations,declaration_locations,literal_direct_call_locations,declaration_occurrences,literal_direct_call_occurrences,dynamic_calls,dynamic_window,dynamic_binary_sha256,post-opt_callsites,post-opt_statepoints,post-opt_gc_live_operands,post-rs4gc_callsites,post-rs4gc_statepoints,post-rs4gc_gc_live_operands,pre-rs4gc_callsites,pre-rs4gc_statepoints,pre-rs4gc_gc_live_operands
js_get_global_this_builtin_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/object_ops/prototype.rs:15,crates/perry-codegen/src/runtime_decls/strings.rs:1415,crates/perry-codegen/src/expr/dyn_extern_i18n.rs:979;crates/perry-codegen/src/expr/property_get/globalget.rs:72;crates/perry-codegen/src/expr/property_get/globalget.rs:133;crates/perry-codegen/src/expr/property_get/globalget.rs:159;crates/perry-codegen/src/expr/property_get/globalget.rs:200;crates/perry-codegen/src/expr/property_get/globalget.rs:222;crates/perry-codegen/src/expr/property_get/globalget.rs:282;crates/perry-codegen/src/expr/property_get/globalget.rs:436;crates/perry-codegen/src/expr/property_get/helpers.rs:175;crates/perry-codegen/src/expr/property_get.rs:673,1,10,,,,5649,5535,31479,5659,5545,31497,5663,0,0
js_get_iterator,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/iterator.rs:218,crates/perry-codegen/src/runtime_decls/arrays.rs:323,crates/perry-codegen/src/expr/arrays_finds.rs:812,1,1,,,,4738,4702,39706,4738,4702,39706,4743,0,0
js_get_string_pointer_unified,reviewed,Unknown,may allocate,may,may,no,"Null-string boxing, SSO materialization/cache miss, numeric-to-string or explicit string construction reaches Perry string allocation. Existing-header/short-value hot arms do not cover the complete helper.","value/nanbox.rs:123-133,274-325; string/alloc.rs:8-10,53-73,90-108,137-155,180-183; string/mod.rs:636-656",crates/perry-runtime/src/value/nanbox.rs:272,crates/perry-codegen/src/runtime_decls/strings.rs:1331,crates/perry-codegen/src/expr/compare.rs:910;crates/perry-codegen/src/expr/compare.rs:913;crates/perry-codegen/src/expr/dyn_extern_i18n.rs:107;crates/perry-codegen/src/expr/dyn_extern_i18n.rs:126;crates/perry-codegen/src/expr/dyn_extern_i18n.rs:647;crates/perry-codegen/src/expr/dyn_extern_i18n.rs:671;crates/perry-codegen/src/expr/env_clones.rs:91;crates/perry-codegen/src/expr/env_clones.rs:92;crates/perry-codegen/src/expr/env_clones.rs:112;crates/perry-codegen/src/expr/env_clones.rs:113;crates/perry-codegen/src/expr/env_clones.rs:114;crates/perry-codegen/src/expr/helpers.rs:726;crates/perry-codegen/src/expr/instance_misc1.rs:1630;crates/perry-codegen/src/lower_call/builtin.rs:949;crates/perry-codegen/src/lower_call/builtin.rs:1238;crates/perry-codegen/src/lower_call/console_promise.rs:427;crates/perry-codegen/src/lower_call/event_target.rs:36;crates/perry-codegen/src/lower_call/extern_func.rs:1536;crates/perry-codegen/src/lower_call/options/fetch.rs:116;crates/perry-codegen/src/lower_call/options/mod.rs:40,1,20,,,,18673,18558,62286,18685,18570,62357,18923,0,0
js_getenv_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/process/env_misc.rs:889,crates/perry-codegen/src/runtime_decls/strings.rs:901,crates/perry-codegen/src/expr/array_methods.rs:445;crates/perry-codegen/src/expr/array_methods.rs:455,1,2,,,,2033,1719,6449,2032,1719,6449,2033,0,0
js_global_assign_existing_or_throw,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/error.rs:1292,crates/perry-codegen/src/runtime_decls/strings.rs:1624,,1,0,,,,7,7,0,7,7,0,7,0,0
js_global_get_optional,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/error.rs:1352,crates/perry-codegen/src/runtime_decls/strings.rs:1620,,1,0,,,,130,120,360,132,122,364,132,0,0
js_global_get_or_throw_unresolved,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/error.rs:1129,crates/perry-codegen/src/runtime_decls/strings.rs:1596,,1,0,,,,185,177,557,189,181,566,189,0,0
js_headers_init_from_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/stdlib_stubs.rs:197,crates/perry-codegen/src/runtime_decls/strings_part2.rs:991,crates/perry-codegen/src/lower_call/builtin.rs:1370,1,1,,,,6,6,26,6,6,26,7,0,0
js_headers_new,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/stdlib_stubs.rs:190,crates/perry-codegen/src/runtime_decls/strings_part2.rs:972,crates/perry-codegen/src/lower_call/builtin.rs:1343;crates/perry-codegen/src/lower_call/options/mod.rs:50,1,2,,,,12,12,28,12,12,28,13,0,0
js_i32_box_alloc,reviewed,CannotCollect,may allocate,no,no,no,Uses std::alloc::alloc for raw fixed-size non-Perry cells and native TLS registry insertion; optional JSValue root barrier only marks/enqueues. No MALLOC_STATE object allocation or generated JS invocation.,"box.rs:669-783; gc_call_effects.rs:213-250 (existing audit authority, corroborated allocation body)",crates/perry-runtime/src/box.rs:717,crates/perry-codegen/src/runtime_decls/strings.rs:1090,crates/perry-codegen/src/stmt/mod.rs:689,1,1,,,,3402,0,0,3402,0,0,3402,0,0
js_i32_box_release,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/box.rs:845,crates/perry-codegen/src/runtime_decls/strings.rs:1094,,1,0,,,,6490,0,0,6490,0,0,6490,0,0
js_implicit_this_get,reviewed,CannotCollect,may allocate,no,no,no,"Raw implicit-this TLS Cell get/replace and bit conversion only; this is not a property getter or dispatch call. Cold HotTls initialization may reserve native backing via alloc_block_no_gc, as closed by audit-v2; no managed cell allocation, collection or JS reentry.","object/this_binding.rs:32-34,173-175,242-244; audit-v2/source-receipt.json cold HotTls/arena route",crates/perry-runtime/src/object/this_binding.rs:173,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:391,crates/perry-codegen/src/codegen/artifacts.rs:1254;crates/perry-codegen/src/expr/closure.rs:337;crates/perry-codegen/src/expr/closure.rs:498,1,3,,,,13951,147,450,14007,147,450,14012,0,0
js_implicit_this_set,reviewed,CannotCollect,may allocate,no,no,no,"Raw implicit-this TLS Cell get/replace and bit conversion only; this is not a property getter or dispatch call. Cold HotTls initialization may reserve native backing via alloc_block_no_gc, as closed by audit-v2; no managed cell allocation, collection or JS reentry.","object/this_binding.rs:32-34,173-175,242-244; audit-v2/source-receipt.json cold HotTls/arena route",crates/perry-runtime/src/object/this_binding.rs:242,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:393,crates/perry-codegen/src/rooting/mod.rs:1112;crates/perry-codegen/src/rooting/mod.rs:1135,1,2,,,,180455,32405,104618,180810,32442,104742,181924,0,0
js_in_operator,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/field_get_set/has_property.rs:230,crates/perry-codegen/src/runtime_decls/strings.rs:446,crates/perry-codegen/src/expr/logical_collections.rs:1162,1,1,,,,1690,1681,6588,1691,1682,6592,1696,0,0
js_inline_arena_slow_alloc,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/arena/inline.rs:70,crates/perry-codegen/src/runtime_decls/strings.rs:1160,crates/perry-codegen/src/expr/array_literal.rs:179;crates/perry-codegen/src/lower_call/new_alloc.rs:538,1,2,,,,11492,11071,60934,11511,11090,61006,11556,0,0
js_inline_arena_state,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/arena/inline.rs:34,crates/perry-codegen/src/runtime_decls/strings.rs:1159,crates/perry-codegen/src/codegen/function.rs:54;crates/perry-codegen/src/expr/mod.rs:2389;crates/perry-codegen/src/expr/mod.rs:2400,1,3,,,,8503,8182,44105,11420,10971,60267,11463,0,0
js_instanceof,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/instanceof.rs:1022,crates/perry-codegen/src/runtime_decls/strings.rs:1389,crates/perry-codegen/src/expr/instance_misc1.rs:624,1,1,,,,638,626,2331,638,626,2331,639,0,0
js_instanceof_dynamic,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/object/instanceof.rs:166,crates/perry-codegen/src/runtime_decls/strings.rs:1392,crates/perry-codegen/src/expr/instance_misc1.rs:338;crates/perry-codegen/src/expr/instance_misc1.rs:369,1,2,,,,759,720,2305,759,720,2306,759,0,0
js_interval_timer_has_pending,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/timer.rs:1815,crates/perry-codegen/src/runtime_decls/strings_part2.rs:783,crates/perry-codegen/src/codegen/entry.rs:213;crates/perry-codegen/src/expr/fs_await.rs:240,1,2,,,,339,291,612,339,291,612,339,0,0
js_is_finite,reviewed,Unknown,may allocate,may,may,may,"Whole exported route includes js_number_coerce / js_math_to_number, with object valueOf/toString and Symbol/BigInt error paths. Array variants additionally call generic length/element access. Numeric-only callers do not certify this whole export.","math.rs:9-64,180-181,294-386; builtins/numbers.rs:436-640,771-810",crates/perry-runtime/src/builtins/numbers.rs:793,crates/perry-codegen/src/runtime_decls/strings.rs:425,crates/perry-codegen/src/expr/logical_collections.rs:958,1,1,,,,26,26,69,26,26,69,26,0,0
js_is_nan,reviewed,Unknown,may allocate,may,may,may,"Whole exported route includes js_number_coerce / js_math_to_number, with object valueOf/toString and Symbol/BigInt error paths. Array variants additionally call generic length/element access. Numeric-only callers do not certify this whole export.","math.rs:9-64,180-181,294-386; builtins/numbers.rs:436-640,771-810",crates/perry-runtime/src/builtins/numbers.rs:771,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:124,crates/perry-codegen/src/expr/math_simple.rs:436,1,1,,,,160,159,683,160,159,683,162,0,0
js_is_symbol,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol.rs:954,crates/perry-codegen/src/runtime_decls/strings_part2.rs:288,crates/perry-codegen/src/expr/index_get.rs:1865;crates/perry-codegen/src/expr/index_set.rs:1551,1,2,,,,1641,1401,6706,1641,1401,6706,1679,0,0
js_is_truthy,unreviewed,CannotCollect,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/value/truthy.rs:16,crates/perry-codegen/src/module.rs:1653;crates/perry-codegen/src/module.rs:1721;crates/perry-codegen/src/runtime_decls/mod.rs:165,crates/perry-codegen/src/expr/logical_collections.rs:269;crates/perry-codegen/src/expr/proxy_reflect.rs:1850;crates/perry-codegen/src/lower_call/extern_func.rs:926;crates/perry-codegen/src/lower_call/method_override.rs:199;crates/perry-codegen/src/lower_call/native/native_ui_appshell_branch.rs:102;crates/perry-codegen/src/lower_conditional.rs:141;crates/perry-codegen/src/module.rs:1728,3,7,,,,78228,0,0,81610,0,0,83277,0,0
js_iter_result_get_done,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/mod.rs:465,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:291,crates/perry-codegen/src/expr/misc_methods.rs:934,1,1,,,,3215,3214,6428,3215,3214,6428,3215,0,0
js_iter_result_get_value,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/mod.rs:396,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:287,crates/perry-codegen/src/expr/misc_methods.rs:929,1,1,,,,6430,6428,6428,6430,6428,6428,6430,0,0
js_iter_result_set,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/mod.rs:345,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:283,crates/perry-codegen/src/expr/misc_methods.rs:922,1,1,,,,22565,22530,68563,22639,22530,68563,24978,0,0
js_iter_result_set_f64,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/mod.rs:358,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:284,crates/perry-codegen/src/expr/misc_methods.rs:901,1,1,,,,11,11,33,11,11,33,11,0,0
js_iter_result_set_i1,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/mod.rs:384,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:286,crates/perry-codegen/src/expr/misc_methods.rs:862,1,1,,,,308,308,931,308,308,931,308,0,0
js_iter_result_set_i32,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/promise/mod.rs:371,crates/perry-codegen/src/runtime_decls/stdlib_ffi/language_core.rs:285,crates/perry-codegen/src/expr/misc_methods.rs:881,1,1,,,,18,18,54,18,18,54,18,0,0
js_iterator_close_if_not_done,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/iterator.rs:1356,crates/perry-codegen/src/runtime_decls/arrays.rs:319,crates/perry-codegen/src/lower_call/native/native_runtime_branch.rs:22,1,1,,,,2936,2932,33032,2936,2932,33032,2936,0,0
js_iterator_next_result,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/iterator.rs:1303,crates/perry-codegen/src/runtime_decls/arrays.rs:318,crates/perry-codegen/src/lower_call/native/native_runtime_branch.rs:11,1,1,,,,2934,2930,59223,2934,2930,59223,2934,0,0
js_iterator_rest_to_array,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/array/iterator.rs:1707,crates/perry-codegen/src/runtime_decls/arrays.rs:320,crates/perry-codegen/src/lower_call/native/native_runtime_branch.rs:62,1,1,,,,28,28,122,28,28,122,28,0,0
js_iterator_result_validate,unreviewed,Unknown,unclear,unclear,unclear,unclear,Not transitively audited in this finite first pass; declaration or literal call spelling alone is not effect evidence.,,crates/perry-runtime/src/symbol/iterator.rs:190,crates/perry-codegen/src/runtime_decls/strings.rs:1576,,1,0,,,,869,869,2267,869,869,2267,869,0,0
